number,id,name,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year
1354,2324,Ковальов Руслан Вікторович,Старший інспектор ДПС спеціалізованного відділення ДПС із забезпечення супроводження спеціальзованного загону ДПС особливого прзначення,Міністерство внутрішніх справ,Загальнодержавний регіон,2013,53344.32,0,46050.52,0,0,0,0,0,0,0,7293.8,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1355,2336,Яцуляк Алла Олександрівна,Головний спеціаліст відділу фінансового моніторингу Департаменту нотаріату та фінансового моніторингу,Міністерство юстиції,Загальнодержавний регіон,2013,43812,93600,21875,86400,0,0,0,0,0,0,3757,7200,0,0,0,0,0,33.8,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1356,2350,Козир Тетяна Павлівна,Суддя,Вищий господарський суд,Загальнодержавний регіон,2013,283719,0,268115,0,0,0,0,0,1840,0,13764,0,0,0,81840,0,0,0,0,0,0,0,1,0,0,0,"Nissan,Note;;",;;,2006;;,;;
1357,2374,Матвієнко Олександр Миколайович,"Провідний спеціаліст Управління соціального, трудового та гуманітарного законодавства Департаменту конституційного, адміністративного та соціального законодавства",Міністерство юстиції,Загальнодержавний регіон,2013,60403,0,54803,0,0,0,0,0,0,0,5600,0,0,0,0,0,21.7,80.4,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1358,2456,Павленко Тетяна Іванівна,Суддя,Загальний апеляційний суд,Луганська область,2013,270006.88,41320,270006.88,29598,0,0,0,0,0,0,0,2218,0,0,0,0,0,68.8,0,0,0,0,0,1,0,0,;;,"Mitsubishi,Pajero;;",;;,1993;;
1359,2470,Таварікіладзе Олександр Мезенович,Суддя судової палати у цивільних справах Апеляційного суду,Загальний апеляційний суд,Одеська область,2013,227425.89,13400,225961.37,0,464.52,0,0,0,1000,0,0,13400,0,0,0,5000,22,63,0,0,0,0,1,1,0,0,Mercedes-Benz;;,"Volkswagen,Polo;;",2009;;,2003;;
1360,2487,Глущенко Наталія Миколаївна,Головний спеціаліст відділу державної реєстрації речових прав на нерухоме майно Головного управління юстиції у Волинській області,Міністерство юстиції,Волинська область,2013,51445,55584,0,8926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1600,900,0,1,0,0,;;,"Ford,Mondeo;;",;;,1999;;
1361,2499,Залізнюк Олена Вікторівна,Провідний спеціаліст відділу систематизації законодавства Управління систематизації законодавства Департаменту реєстрації та систематизації нормативних актів та правоосвітньої діяльнсті,Міністерство юстиції,Загальнодержавний регіон,2013,50852,0,46549,0,0,0,0,0,0,0,4303,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1362,2514,Короленко Ольга Георгіївна,"Головний спеціаліст відділу систематизації законодавства Управління систематизації законодавства Департаменту реєстрації та систематизації нормативних актів, правоосвітньої діяльності Міністерства юстиції",Міністерство юстиції,Загальнодержавний регіон,2013,67674,51302,61195,46927,0,0,0,0,0,0,6479,4376,0,0,0,0,0,69,0,0,0,0,0,1,0,0,;;,Hyundai;;,;;,2008;;
1363,2545,Попович Олена Вікторівна,Суддя,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,Загальнодержавний регіон,2013,296555,883519,296555,621571,0,0,0,6650,0,0,0,0,0,0,0,0,133,82,0,0,0,1000,1,0,0,0,"Volkswagen,Tiguan;;",;;,2010;;,;;
1364,6338,Кабаняга Вікторія Володимирівна,"Головний спеціаліст відділу фінансового моніторингу осіб, які надають юридичні послуги Управління нотаріату та фінансового моніторингу Департаменту нотаріату, банкрутства та функціонування центрального засвідчувального органу",Міністерство юстиції,Загальнодержавний регіон,2013,106540,58300,43900,58300,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1000,0,0,0,0,0,;;,;;,;;,;;
1365,6364,Куцай Тамара Іллівна,Помічник міністра,Міністерство юстиції,Загальнодержавний регіон,2013,83581,94802,68609,94802,930,0,0,0,0,0,0,0,0,0,0,12000,61.1,0,99,0,23600,1000,1,0,0,0,"Hyundai,Tucson;;",;;,2007;;,;;
1366,6369,Смірнов Олександр Геннадійович,Суддя,Господарський місцевий суд,Запорізька область,2013,94841.48,94616.18,0,0,0,0,0,0,225.3,0,0,0,0,0,0,0,92,0,0,0,0,0,1,0,0,0,"Volkswagen,Jetta;;",;;,2009;;,;;
1367,6376,Оксентюк Василь Никифорович,Суддя,Загальний апеляційний суд,Волинська область,2013,265635,32625,264889,32625,0,0,0,0,0,0,0,0,0,0,0,0,107.9,47,198,0,2700,1500,1,1,0,0,"Mercedes-Benz,E-300;;","Mercedes-Benz,190;;",1995;;,1988;;
1368,6390,Маршевська Ірина Михайлівна,"Головний спеціаліст відділу планування та фінансування видатків органів виконавчої влади Департаменту планово-фінансової діяльності, бухгалтерського обліку та звітності.",Міністерство юстиції,Загальнодержавний регіон,2013,78014,0,70240,0,0,0,0,0,0,0,7774,0,0,0,0,0,118,0,0,0,0,0,2,0,0,0,Suzuki;Volkswagen;,;;,2007;2002;,;;
1369,6410,Ласкус Петро Володимирович,Начальник Могилів-Подільського управління юстиції Вінницької області,Міністерство юстиції,Вінницька область,2013,75836,26095,48800,26095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,;;,"Daewoo,Lanos;;",;;,2008;;
1370,6422,Козак Ігор Осипович,Заступник голови апеляційного суду Тернопільскої області,Міністерство юстиції,Тернопільська область,2013,267024,225643,251995,213026,1338,0,0,0,0,0,12617,12617,0,24,0,0,0,24,166.4,227.7,12447,1876,2,1,0,0,"Suzuki,Grand Vitara;Chevrolet,Lacetti;","Suzuki,Grand Vitara;;",2007;2005;,2003;;
1371,6439,Корсак Віталій Антонович,Суддя Вищого господарьского суду Украіни,Вищий господарський суд,Загальнодержавний регіон,2013,1290888,479823,254647,0,0,0,0,0,35,0,13764,0,615744,0,6050,10923,41,133.2,258.5,258.5,2009,809,0,2,0,0,;;,"Mercedes-Benz,S500;Lexus,RX350;",;;,2004;2010;
1372,6446,Георгієвський Юрій Валентинович,Начальник Головного управління юстиції у Харківській області,Міністерство юстиції,Харківська область,2013,239420,640000,14420,0,0,0,0,0,0,0,0,0,225000,608000,0,0,85,343,0,0,0,0,1,1,0,0,"Honda,Civic;;","Honda,CR-V;;",2007;;,2010;;
1373,6458,Значок Ірина Станіславівна,Суддя,Загальний апеляційний суд,Миколаївська область,2013,240895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2,0,102,0,0,0,1,0,0,0,"Ford,Focus;;",;;,2008;;,;;
1374,6477,Коротков Віктор Дмитрович,Суддя,Загальний апеляційний суд,Одеська область,2013,240895,560240,228278,159103,0,0,0,0,0,0,12617,11470,0,0,0,1000,61.7,88.24,0,0,1200,420,2,1,0,0,"ГАЗ,31029;Subaru,Forester;","Honda,Civic;;",1993;2008;,2008;;
1375,6489,Бахарєв Борис Олександрович,Суддя,Господарський місцевий суд,Одеська область,2013,297923,62974,205288,62974,0,0,0,0,265,0,11470,0,0,0,0,0,89,40,0,0,0,1200,0,1,0,0,;;,"Toyota,RAV4;;",;;,2006;;
1376,6509,Соловйов Володимир Миколайович,Суддя,Господарський місцевий суд,Запорізька область,2013,237778,139766,219734,20290,0,0,0,0,18,4633,0,0,17000,113390,0,28004,81.49,112,0,0,0,15099,1,0,0,0,"Honda,Accord;;",;;,2006;;,;;
1377,6516,Підгрушна Олена Михайлівна,Заступник Міністра;Міністерства молоді та спорту України,Міністерство молоді та спорту,Загальнодержавний регіон,2013,438134,276831,141392,241249,0,0,0,0,0,0,0,35582,0,0,0,3117,88.6,24,216.8,0,1600,1000,2,0,0,0,"Volkswagen,Golf;Mitsubishi,Pajero Wagon;",;;,2012;2010;,;;
1378,6535,Булавченко Олександр Семенович,Начальник Овідіопольського районного управління юстиції Одеської області,Міністерство юстиції,Загальнодержавний регіон,2013,39343,51247,37979,46645,0,0,0,0,0,0,1364,4578,0,24,0,0,0,0,123.6,148.2,2440,1850,2,2,0,0,"Mitsubishi,Pajero Sport;Mercedes-Benz,S500;","Mazda,626;Mitsubishi,Pajero Sport;",2008;2001;,1991;2008;
1379,6578,Ткаченко Ніна Григорівна,Суддя,Вищий господарський суд,Загальнодержавний регіон,2013,772398,0,338796,0,0,0,0,0,0,0,13764,0,0,0,0,0,183,0,0,0,534,0,1,0,0,0,"Honda,CR-V;;",;;,2007;;,;;
1380,6580,Степаненко Олена Євгенівна,Головний спеціаліст відділу європейської інтеграції Управління міжнародного співробітництва та європейської інтеграції Департаменту міжнародного права та співробітництва,Міністерство юстиції,Загальнодержавний регіон,2013,40007,0,39600,0,0,0,0,0,407,0,0,0,0,0,0,0,64.9,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1381,6612,Микитан Олеся Сергіївна,Головний спеціаліст відділу контролю за дотриманням законодавства у сфері державної реєстрації речових прав,Міністерство юстиції,Загальнодержавний регіон,2013,35473,0,35473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1382,6650,Бурдальова Інна Вячеславівна,Головний спеціалст відділу організаційного забезпечення та контролю у сфері нотаріату Департаменту нотаріату та банкрутства,Міністерство юстиції,Загальнодержавний регіон,2013,80313,69347,72929,47141,0,0,0,0,0,0,7384,1806,0,0,0,0,77.5,77.5,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1383,6662,Осійчук Ірина Миколаївна,Начальник відділу координації роботи територіальних органів Управління з питань банкрутства Департаменту нотаріату та банкутства Мінюсту України,Міністерство юстиції,Загальнодержавний регіон,2013,87941,93748,77389,90748,2947,0,0,0,0,0,7605,0,0,0,0,0,0,56.8,0,0,800,0,0,2,0,0,;;,"Skoda,Octavia A5;Skoda,Octavia A5;",;;,2011;2008;
1384,6674,Панова Ірина Юріївна,Суддя,Вищий господарський суд,Загальнодержавний регіон,2013,287124,0,273360,0,0,0,0,0,0,0,13764,0,0,0,0,0,66.5,0,0,0,870,0,2,0,0,0,"BMW,320;Mitsubishi,Lancer Evolution;",;;,2012;2008;,;;
1385,6686,Єршов Павло Анатолійович,Заступник начальника СВ Фрунзенського РВ ХМУ ГУМВСУ в Харківській області,Міністерство внутрішніх справ,Харківська область,2013,62057,44850,62057,44850,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5,0,0,0,600,0,0,0,0,;;,;;,;;,;;
1386,6693,Собина Ольга Іванівна,Суддя,Загальний апеляційний суд,Сумська область,2013,267198,103935,266229,76889,0,0,0,0,969,0,0,0,0,0,0,0,44.77,107.66,0,57.4,0,450,0,0,0,0,;;,;;,;;,;;
1387,6698,Улицький Василь Зіновійович,Заступник голови Львівського апеляційного адміністративного суду,Апеляційний адміністративний суд,Львівська область,2013,263626,24135,251009,24135,0,0,0,0,0,0,12617,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1388,6701,Скиртач Володимир Яковлевич,Начальник Марківського районного управління юстиціи Луганськой областi,Міністерство юстиції,Луганська область,2013,69778.55,20923.86,45901.97,0,0,0,0,0,0,0,4991,0,0,0,0,0,0,0,80.9,0,8810.1,2000,2,0,0,0,"Lada,2107;М-2140;",;;,2010;1988;,;;
1389,6718,Кравченко Любов Андріївна,Спеціаліст I-категорії відділу розгляду звернень Управління розгляду звернень та прийому громадян Департаменту організаційного та ресурсного забезпечення,Міністерство юстиції,Загальнодержавний регіон,2013,6414,17590,0,17590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1390,6751,Богонюк Микола Ярославович,Суддя,Загальний апеляційний суд,Львівська область,2013,385117.94,140000,236610,0,0,0,0,0,0,0,0,0,47.94,0,0,0,71,0,0,0,0,0,0,1,0,0,;;,"Honda,CR-V;;",;;,2013;;
1391,6756,Козаченко Тетяна Анатоліївна,Помічник міністра,Міністерство юстиції,Загальнодержавний регіон,2013,2964126,62329,38266,42000,0,0,0,0,0,20329,0,0,0,0,5487359,0,0,165.4,0,496.7,0,2700,1,2,0,0,"BMW,X6;;","BMW,730;BMW,520i;",2011;;,2011;2004;
1392,6787,Марченко Оксана Анатоліївна,Начальник Ямпільського районного управління юстиції Вінницької області,Міністерство юстиції,Вінницька область,2013,28953,56829,28953,56829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,600,0,0,1,0,0,;;,"Toyota,Avensis;;",;;,2008;;
1393,6814,Жарінова Алла Георгіївна,Голова Державної служби інтелектуальної власності України,Державна служба інтелектуальної власності,Загальнодержавний регіон,2013,327415.7,94124.68,214757,0,13063.2,0,0,0,99595.48,94124.68,0,0,0,0,0,545485.46,198.8,170.3,0,286.3,0,0,0,1,0,0,;;,"Volvo,CX70;;",;;,2008;;
1394,6826,Стефанів Надія Степанівна,"Голова суду, суддя",Загальний апеляційний суд,Івано-Франківська область,2013,302374,234877,301666,175947,0,0,0,0,708,0,0,0,0,0,0,9686,113.3,0,0,0,700,0,1,0,0,1,"Subaru,Outback;;",;;,2008;;,;;
1395,6840,Галицька Валентина Йосипівна,Головний спеціаліст відділу по роботі з кадрами територіальних органів юстиції Департаменту кадрової роботи та державної служби,Міністерство юстиції,Загальнодержавний регіон,2013,75564,41342,53424,14960,0,0,0,0,9,0,0,0,8160,0,0,0,68.01,87.03,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1396,6852,Пільщик Людмила Володимирівна,Суддя,Загальний апеляційний суд,Запорізька область,2013,240894.44,0,240894.44,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,1,0,0,0,"ВАЗ,21099;;",;;,1999;;,;;
1397,6890,Пахоньчук Сергій Іванович,Заступник директора Департаменту систем життезабезпечення та житлової політики - начальник управління інженерних систем,"Міністерство регіонального розвитку, будівництва та житлово-комунального господарства",Загальнодержавний регіон,2013,88910,0,88910,0,0,0,0,0,0,0,0,0,0,0,0,0,74.7,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1398,6910,Долинна Наталія Олександрівна,Головний спеціаліст відділу організаціі державної реєстраціі речових прав на нерухоме майно нотаріусами Упр-ння нотаріату та фінансового моніторінгу Департамента нотаріата та банкрутства,Міністерство юстиції,Загальнодержавний регіон,2013,17400,51895,0,46815,0,0,0,0,0,0,0,5080,0,0,0,0,79.34,0,0,129.4,0,0,0,1,0,0,;;,"Mitsubishi,Lancer;;",;;,2006;;
1399,6941,Малетич Михайло Михайлович,Суддя,Вищий господарський суд,Загальнодержавний регіон,2013,611275,9216,326450,0,0,0,0,0,3,0,0,0,0,0,114322,11455,112.6,320.6,0,132.5,0,990,1,0,0,0,"Mercedes-Benz,ML-350;;",;;,2013;;,;;
1400,6946,Костенко Лариса Андріївна,Суддя,Господарський місцевий суд,Сумська область,2013,241502,599529,191532,1257,0,0,0,0,0,0,0,0,0,0,0,0,74.39,37.8,0,0,0,0,0,1,0,0,;;,"Ford,Focus;;",;;,2007;;
1401,6960,Стас Любов Василівна,Суддя,Апеляційний адміністративний суд,Одеська область,2013,247397,0,247221,0,0,0,0,0,176,0,0,0,0,0,0,0,146,0,206.1,0,1624,0,2,1,0,0,"Mercedez-Benz,CLK 280;Mercedes-Benz, E200;","BMW,4351;;",2007;2013;,2013;;
1402,6965,Пекний Антон Станіславович,Суддя,Адміністративний місцевий суд,Херсонська область,2013,182550,3942,166413,3252,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,40500,0,0,0,0,;;,;;,;;,;;
1403,6996,Левицький Василь Олександрович,Начальник Кодимського районного управління юстиції Одеської області,Міністерство юстиції,Одеська область,2013,72238,23874,48257,23874,0,0,0,0,0,0,2768,0,0,0,0,0,0,0,66.8,0,1190.5,0,1,0,0,0,"ЗАЗ,110307;;",;;,2005;;,;;
1404,7002,Кащук Дмитро Анатолійович,Голова Державної служби геології та надр України,Державна служба геології та надр,Загальнодержавний регіон,2013,180815.5,1472259,30244.42,0,0,0,0,0,39971.08,4259,0,0,0,0,802000,286984,0,0,215.5,323.1,5700,2512,1,1,0,0,"Lexus,ES;;","Nissan,Qashqai;;",2008;;,2008;;
1405,7026,Павлюк Людмила Василівна,Начальник Старосинявського районного управління юстиції,Міністерство юстиції,Хмельницька область,2013,56477,23374,36938,0,0,0,0,0,100,0,3652,0,0,0,0,20799,0,0,0,69.5,0,66833,1,0,0,0,"ВАЗ,2107;;",;;,2006;;,;;
1406,7045,Юзюк Олег Маркович,Суддя,Загальний апеляційний суд,Рівненська область,2013,241882.89,52920,229265.89,34320,0,0,0,0,0,0,12617,0,0,0,0,4973.8,112.9,139.7,0,63.8,0,1900,2,2,0,0,"Daewoo;Hyundai,i30;","Daewoo;Hyundai,i30;",2006;2011;,2006;2011;
1407,7052,Темнікова Валентина Іванівна,Суддя,Загальний апеляційний суд,Луганська область,2013,256113,64208,256113,64208,0,0,0,0,0,0,0,0,0,0,0,0,170,170,0,0,1200,0,0,0,0,0,;;,;;,;;,;;
1408,7057,Пономарьова Наталія Сергіївна,"Провідний спеціаліст відділу з питань законодавства про інформацію Управління соціального, трудового та гуманітарного законодавства Департаменту конституційного, адміністративного та соціального законодавства",Міністерство юстиції,Загальнодержавний регіон,2013,48877,0,43423,0,0,0,0,0,0,0,5454,0,0,0,0,0,53.5,0,0,0,0,0,1,0,0,0,"Mitsubishi,Lancer;;",;;,2007;;,;;
1409,7071,Бойко Світлана Миколаївна,Суддя,Загальний апеляційний суд,Львівська область,2013,224214.66,85943.92,224214.66,85943.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,;;,"Mazda,6;;",;;,2006;;
1410,7139,Щавинська Юлія Михайлівна,Суддя,Господарський місцевий суд,Одеська область,2013,167199,0,167199,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,;;,;;,;;,;;
1411,7160,Красножон Тетяна Володимирівна,Начальник Тростянецького міськрайонного управління юстиції у Вінницькій області,Міністерство юстиції,Вінницька область,2013,44657,0,44657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9,0,1497,0,0,0,0,0,;;,;;,;;,;;
1412,7177,Майніна Катерина Георгіївна,Начальник Ровенського міського Управління юстиції,Міністерство юстиції,Рівненська область,2013,45180,123187,40540,119967,0,0,0,0,0,0,4640,3220,0,0,0,0,46,64.7,0,0,0,52021,0,1,0,0,;;,"ВАЗ,21093;;",;;,1994;;
1413,7189,Качур Оксана Іванівна,Начальник Перечинського районного управління юстиції,Міністерство юстиції,Закарпатська область,2013,56586,118827,49122,81088,0,0,0,0,0,0,2768,6471,0,0,0,77484,0,0,113.1,113.1,800,10637,2,2,0,0,"ЗАЗ,110307;Kia,Rio;","ЗАЗ,968М;Kia,Rio;",2004;2012;,1990;2008;
1414,7230,Ярмолюк Олег Ігорович,Суддя,Загальний апеляційний суд,Хмельницька область,2013,240894.5,8760,240894.5,8760,0,0,0,0,0,0,0,0,0,0,1200,0,126.9,0,0,0,2500.06,0,2,0,0,0,"Seat,Ibiza;BMW,325;",;;,1991;1997;,;;
1415,5183,Балаклицький Андрій Іванович,Суддя,Адміністративний місцевий суд,м. Київ,2013,337281,0,176757,0,0,0,0,0,0,0,11470,0,54,0,0,509,27.9,0,0,0,1200,1959,0,1,0,0,;;,"Hyundai,i30;;",;;,2008;;
1416,5210,Лазоренко Микола Іванович,Суддя,Загальний апеляційний суд,Чернігівська область,2013,293558,50524,243746,50524,0,0,0,0,281,0,12617,0,0,0,0,0,87.8,0,56.7,0,2172,1012,1,0,0,0,"Kia,Ceed;;",;;,2007;;,;;
1417,5227,Дончик Віталій Володимирович,Суддя,Адміністративний місцевий суд,Вінницька область,2013,617467,0,169275,0,0,0,0,0,1617,0,11470,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,;;,;;,;;,;;
1418,5234,Черпак Юрій Кононович,Суддя,Вищий адміністративний суд,Загальнодержавний регіон,2013,432563,25210,256649,22353,0,0,0,0,0,0,13764,1147,850,0,10678,0,98,135,0,0,0,0,1,0,0,0,"Volkswagen,Tiguan;;",;;,2013;;,;;
1419,5239,Коваленко Анастасія Іванівна,Суддя,Загальний апеляційний суд,Запорізька область,2013,381490,28020,268039,0,0,0,0,0,5621,1050,0,0,0,0,177980,20385,49.3,49.3,0,0,1500,26,1,2,0,0,"ВАЗ,2102;;","ВАЗ,2107;Chevrolet,Aveo;",1982;;,2006;2007;
1420,5265,Брегей Роман Іванович,Суддя,Адміністративний місцевий суд,Кіровоградська область,2013,190887,44166,179417,0,0,0,0,0,0,0,11470,0,0,0,0,12155,74.9,43.85,126.4,126.4,0,0,1,1,0,0,"Honda,CR-V;;","Honda,Civic;;",2011;;,2013;;
1421,5272,Кравчук Андрій Сергійович,Головний спеціаліст відділу представництва інтересів Кабінету Міністрів України в судах України Управління прелставництва інтересів держави в судах України Департаменту судової роботи,Міністерство юстиції,Загальнодержавний регіон,2013,57802,0,51947,0,0,0,0,0,0,0,5856,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1422,5289,Соломонюк Аліна Станіславівна,"Головний спеціаліст Департаменту цивільного, фінансового законодавства та законодавства з питань земельних відносин Міністерства Юстиції",Міністерство юстиції,Загальнодержавний регіон,2013,4000,2000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,21.62,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1423,5304,Решетило Тетяна Михайлівна,Начальник Лисянського районного управління у Черкаській області,Міністерство юстиції,Черкаська область,2013,28048.38,6400,25548.38,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0.32,0,1,0,0,0,"ВАЗ,21013;;",;;,1984;;,;;
1424,5309,Максимчук Аліна Вікторівна,Начальник Котовського міжрайонного управління юстиції в Одеській області,Міністерство юстиції,Загальнодержавний регіон,2013,40968,47649,38336,44676,0,0,0,0,0,0,2632,1551,0,0,0,0,65.37,44.3,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1425,5316,Соколенко Олена Миколаївна,Суддя,Адміністративний місцевий суд,Одеська область,2013,170064,0,169905,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1426,5335,Овсієнко Андрій Анатолійович,Суддя,Загальний апеляційний суд,Волинська область,2013,211705,12000,210082,0,1599,0,0,0,0,0,0,0,24,0,0,0,0,0,0,123.9,0,2423.6,1,0,0,0,"Peugeot,206;;",;;,2002;;,;;
1427,5366,Ільчишин Надія Василівна,Суддя,Апеляційний адміністративний суд,Львівська область,2013,12849,70316,841,70316,0,0,0,0,0,0,0,0,48,0,0,0,0,48.1,424.2,0,1758,0,1,1,0,0,"Toyota,Yaris;;","Daewoo,Lanos;;",2008;;,2003;;
1428,5378,Сергєєв Ігор Володимирович,Старший слідчий з ОВС 2-го відділу кримінальних розслідувань слідчого управління фінансових розслідувань ГУ Міндоходів у Запорізькій області,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/ ,Запорізька область,2013,53191,44359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1429,5417,Денисенко Юлія Василівна,Головний спеціаліст відділу контролю Департаменту організаційного та ресурсного забезпечення  Міністерства юстиції України,Міністерство юстиції,Загальнодержавний регіон,2013,75672,11389,68832,0,386,0,0,0,0,0,6454,0,0,0,0,0,110.7,74.7,0,0,0,16000,0,1,0,0,;;,"Audi,Q7;;",;;,2011;;
1430,5436,П’єнта Інна Василівна,Суддя,Загальний апеляційний суд,Хмельницька область,2013,201462,55977,201462,55977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,;;,"Skoda,Octavia;;",;;,2008;;
1431,5443,Волохов Леонід Анатолійович,Суддя,Загальний апеляційний суд,Київська область,2013,365704.44,102000,228904.44,102000,0,0,0,0,136800,0,12617,0,0,0,0,100000,0,0,0,0,14500,0,1,0,0,0,"Subaru,Forester;;",;;,2009;;,;;
1432,5481,Пономаренко Віктор Васильович,Заступник директора департаменту - начальник відділу контролю за діяльністю арбітражних та супроводу процедур банкрутства,Міністерство юстиції,Загальнодержавний регіон,2013,81844,108054,81844,26948,0,0,0,0,0,0,0,0,0,0,0,45000,0,60.1,0,341,1600,760,0,1,0,0,;;,"Toyota,Land Cruiser 200;;",;;,2008;;
1433,5498,Кутова Тетяна Знаменівна,Суддя,Загальний апеляційний суд,Миколаївська область,2013,254690,0,254690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1000,0,1,0,0,0,"Toyota,Corolla;;",;;,2008;;,;;
1434,5532,Гой Андрій Якович,НАчальник Білоцерківського міськрайонного управління юстиції,Міністерство юстиції,Київська область,2013,59620,0,59620,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,31000,0,0,0,0,0,;;,;;,;;,;;
1435,5544,Павлишин Олег Федорович,Суддя,Загальний апеляційний суд,Львівська область,2013,245157.5,26877.95,232540.5,24821.51,0,0,0,0,0,0,12617,2056.44,24,0,0,0,83.8,59.4,0,80.9,0,3056,0,0,0,0,;;,;;,;;,;;
1436,5549,Столярчук Дар’я Вадимівна,Провідний спеціаліст відділу представництва інтересів держави в судах України. Управління представництва інтересів держави в судах України Департаменту судової роботи.,Міністерство юстиції,Загальнодержавний регіон,2013,60468.52,113387.45,56006.52,113387.45,0,0,0,0,0,0,4462,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Toyota,Camry;;","Toyota,Camry;;",2008;;,2008;;
1437,5563,Сніжко Марія Борисівна,Начальник відділу міжнародного приватного права Управління міжнародного права Департаменту міжнародного права та співробітництва,Міністерство юстиції,Загальнодержавний регіон,2013,151963,364661,129032,242210,0,0,0,0,0,59811,0,0,0,0,152666,562587,26,185.6,0,33.7,0,300,0,1,0,0,;;,"Chery,Tiggo;;",;;,2007;;
1438,5568,Ананко Світлана Вікторівна,"Головний спеціаліст відділу з питань соц. захисту Управління соц-го, труд-го та гуманіт. зак-ва Департаменту констит., адміністр. та соціального зак-ва",Міністерство юстиції,Загальнодержавний регіон,2013,85393,35326,77393,35326,0,0,0,0,0,0,8000,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
1439,5599,Симонець Олександр Іванович,Суддя,Загальний апеляційний суд,Запорізька область,2013,289949,0,289949,0,0,0,0,0,0,0,0,0,0,0,0,0,74.56,116.1,0,0,2000,0,1,0,0,0,"Mercedes-Benz,B200;;",;;,2011;;,;;
1440,5602,Швед Едуард Юрійович,Суддя,Вищий адміністративний суд,Загальнодержавний регіон,2013,324591.8,117478.13,310797.8,104357.31,0,0,0,0,0,0,13764,13120.82,30,0,0,0,0,156,0,0,1600,1870,1,2,0,0,"Mitsubishi,Pajero;;","Lexus,RX;Toyota,FJ Cruiser;",2010;;,2008;2006;
1441,5614,Миропольський Сергій Олексійович,Суддя,Господарський місцевий суд,Сумська область,2013,207072.3,0,207072.3,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,43.9,0,3430,0,0,0,0,0,;;,;;,;;,;;
1442,5633,Харченко Володимир Михайлович,Суддя,Вищий господарський суд,Загальнодержавний регіон,2013,347942,269052,334178,0,0,0,0,0,0,0,13764,0,0,0,0,0,0,50.4,0,0,0,0,2,1,0,0,"Toyota,Land Cruiser Prado;Suzuki,Jimny;","Suzuki,Grand Vitara;;",2007;2005;,2008;;
