number,id,name,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year
4827,5186,Саприкіна Ірина Валентинівна,"Заступник голови Київського апеляційного адміністративного суду, суддя",Апеляційний адміністративний суд,м. Київ,2013,300561,1632,287944,0,0,1632,0,0,0,0,12617,0,0,0,0,0,0,83.5,0,0,0,1200,1,0,0,0,"Toyota,Land Cruiser Prado;;",;;,2010;;,;;
4828,5193,Васильченко Любов Олександрівна,Помічник міністра,Міністерство юстиції,Загальнодержавний регіон,2013,59724,24600,53819,24600,0,0,0,0,0,0,5885,0,20,0,0,0,0,0,0,0,12000,0,1,2,0,0,"Ford,Fiesta;;","Opel,Astra;Honda,CR-V;",2011;;,2006;2008;
4829,5213,Марченко Віта Василівна,"Головний спеціаліст відділу законодавства про охорону довкілля, надзвичайної ситуації природнього та техничного характеру управління законодавства з питань земельних відносин, агропромислового комплексу та охорони довкілля департаменту цивільного, фінансового законодавства та законодавства з питань земельних відносин.",Міністерство юстиції,Загальнодержавний регіон,2013,8160,108339.39,0,108315.42,0,0,0,0,0,0,8160,0,0,0,0,0,124.4,17.1,0,0,150,0,1,0,0,0,"Volkswagen,Passat;;",;;,2007;;,;;
4830,5237,Рибачук Олег Володимирович,Начальник Головного  управління юстиції у Київській області,Міністерство юстиції,Київська область,2013,36882,5225,0,0,0,0,0,0,0,0,0,1992,0,0,0,0,0,114.7,0,0,10000,1000,0,0,0,0,;;,;;,;;,;;
4831,5251,Костенко Олексій Володимирович,Заступник начальника Управління функціонування центрального засвідчувального органу Міністерства юстиції України,Міністерство юстиції,Загальнодержавний регіон,2013,88731,0,46567,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4832,5268,Здорин Дмитро Сергійович,Міліціонер ІТТ Богодухівського РВ ГУМВСУ в Харківській області,Міністерство внутрішніх справ,Харківська область,2013,8419.62,12534.73,8419.62,12534.73,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4833,5275,Кладченко Аліса Олександрівна,"Провідний спеціаліст відділу з питань праці Управління соціального, трудового та гуманітарного законодавства Департаменту конституційного, адмінистративного та соціального законодавства",Міністерство юстиції,Загальнодержавний регіон,2013,1852,0,1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4834,4842,Приколота Тетяна Іванівна,Суддя,Загальний апеляційний суд,Львівська область,2013,224458.71,0,210362.33,0,1310.12,0,0,0,169.26,0,12617,0,0,0,0,0,80,0,0,0,1579,0,2,0,0,0,"Skoda,Octavia;Honda,CR-V;",;;,2005;2012;,;;
4835,4847,Шарапова Олена Леонідівна,Суддя,Загальний апеляційний суд,Чернігівська область,2013,226018.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,391,0,0,0,0,0,;;,;;,;;,;;
4836,4861,Андрієвська Оксана Петрівна,Головний оперуповноважений-інспектор ГУБОЗ МВС,Міністерство внутрішніх справ,Загальнодержавний регіон,2013,83404,0,76054,0,0,0,0,0,0,0,7350,0,0,0,0,0,136.83,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4837,4866,Момонт Галина Митрофанівна,Суддя,Адміністративний місцевий суд,Кіровоградська область,2013,170675,62678,159205,29778,0,0,0,0,0,0,11470,0,0,0,0,0,0,0,0,79.2,20000,110000,0,1,0,1,;;,"ЛуАЗ,969М;;",;;,1987;;
4838,4892,Степаненко Аліна Олександрівна,Провідний спеціаліст відділу з питань місцевого самоврядування та адміністративно-територіального устрою. Управління конституційного адміністративного законодавства,Міністерство юстиції,Загальнодержавний регіон,2013,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4839,4900,Боровик Олена Миколаївна,Головний спеціаліст відділу нормативного забезпечення та регламентування у сфері електронного цифрового підпису управління функціонування центрального засвідчувального органу,Міністерство юстиції,Загальнодержавний регіон,2013,73843,0,66719,0,0,0,0,0,0,0,7124,0,0,0,0,0,60.3,60.3,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4840,4912,Медведєва Олена Анатоліївна,Головний спеціаліст Прес-служби Міністерства (відділу),Міністерство юстиції,Загальнодержавний регіон,2013,210766,72788.78,30846,72788.78,0,0,0,0,0,0,1740,0,0,0,188000,0,116.86,53.36,0,0,1169,0,0,0,0,0,;;,;;,;;,;;
4841,4917,Остапчук Дмитро Олексійович,Суддя,Вищий спеціалізований суд з розгляду цивільних і кримінальних справ,Загальнодержавний регіон,2013,444081,0,275810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,;;,;;,;;,;;
4842,4931,Шабаш Оксана Олександрівна,Головний спеціаліст відділу організаційного забезпечення діяльності керівництва Міністерства Департементу організаційного та ресурсного забезпечення,Міністерство юстиції,Загальнодержавний регіон,2013,61991,0,56420,0,0,0,0,0,0,0,5571,0,0,0,0,0,80.2,80.2,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4843,4936,Кириленко В’ячеслав Анатолійович,Віце-прем’єр-міністр — міністр культури України,Міністерство культури,Загальнодержавний регіон,2013,247774,96615,247774,96615,0,0,0,0,0,0,35826,3351,0,0,0,0,208,0,0,0,0,7800,1,0,0,0,"Skoda,Superb;;",;;,2013;;,;;
4844,4943,Суханова Єлизавета Миколаївна,Суддя,Загальний апеляційний суд,Київська область,2013,269634.83,6000,257017.83,0,0,0,0,0,0,0,12617,0,0,0,0,0,0,52,0,0,0,0,0,2,0,0,;;,Opel;Mazda;,;;,1996;1999;
4845,4948,Горбань Людмила Юріївна,Спеціаліст і категорії Управління Документального забезпечення Департаменту організаційного та ресурсозабезпечення,Міністерство юстиції,Загальнодержавний регіон,2013,66320,0,45934,0,0,0,0,0,0,0,4886,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,;;,;;,;;,;;
4846,4962,Божкова Ірина Павлівна,Начальник відділу режимно-секретної та мобілізаційної роботи Міністерства юстиції України,Міністерство юстиції,Загальнодержавний регіон,2013,103781,259221,93082,241607,0,0,0,0,0,0,10699,0,0,0,0,0,21.7,43.5,0,0,0,0,0,1,0,0,;;,"Toyota,Corolla;;",;;,2010;;
4847,4981,Зюков Юрій Євгенійович,Преший заступник Міністерства енергетики та вугільної промисловості України,Міністерство енергетики та вугільної промисловості,Загальнодержавний регіон,2013,764831,3750488,98400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,248,0,0,0,0,0,0,;;,;;,;;,;;
4848,4986,Юрченко Світлана Миколаївна,"Начальник відділу законодавства про надра, водного та лісового законодавства Управління законодавства з питань земельних відносин, агропромислового комплексу та охорони довкілля Департаменту цивільного, фінансового законодавства та законодавства з питань земельних відносин Міністестерства юстиції України",Міністерство юстиції,Загальнодержавний регіон,2013,165738,305187,165738,305187,0,0,0,0,0,0,0,0,0,0,0,0,94.9,94.9,0,0,0,0,1,1,0,0,"Subaru,Forester;;","Subaru,Forester;;",2006;;,2006;;
